organization,project_name,project_number,project_item_id,item_type,repo,issue_pr_number,task_title,task_description,assignees,assigned_by,status,priority,labels,milestone,iteration,due_date,created_at,updated_at,url
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBpAM,Issue,Little-sparks,,Slot Booking Module - (Mobile),"Description:

Build the backend logic, APIs, and data models required to support the Slot Booking feature, enabling users (parents) to view, book, modify, and cancel time slots.

Functionality Requirement:
Define slot durations, limits, and availability rules.

User Slot Booking:
Allow users to book a slot from available options.
Prevent double bookings and enforce availability limits.
Enable users to cancel or reschedule bookings.

Booking Status Management:
Track booking status: Booked, Available, Cancelled, Expired.
Auto-expire slots after a cutoff time (if applicable).
Notifications (Optional):
Trigger notifications or emails on booking, rescheduling, or cancellation.",suruthisagar97,sharonss0809,Dev,Normal,,,,,2025-07-28 09:32:02+00:00,2025-07-29 07:29:15+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/35
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBp8Q,Issue,Little-sparks,,Slot Booking module - Super Admin(Web),"Description:

Define slot date, start and end time, capacity, and location.
Option to create slots in bulk.

Update Slots:
Modify timing, availability status, or capacity before a slot is booked.

Delete Slots:
Remove unused or erroneous slots. Protect slots already booked.

View Slots:
Admin dashboard to view all slots in a calendar or tabular format.
Filter by date, availability, or location.

Slot Rules:
Prevent overlapping slots.
Enforce max capacity per slot.",suruthisagar97,sharonss0809,Dev,Normal,,,,,2025-07-28 09:36:56+00:00,2025-07-29 07:30:34+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/36
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBrE0,Issue,Little-sparks,,center Management - (Web),"Develop backend logic and REST APIs for managing multiple centers.
Allow admins to create, update, delete, and view centers.
Each center should store:
Center name
Location/address
Logo (image URL or file reference)
Total number of booking slots
Available slots (calculated or synced from Slot module)
Implement role-based access (admin-only).
Ensure data validation and file handling for logo uploads.
Provide APIs to retrieve a list of centers with slot counts and metadata.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-28 09:42:40+00:00,2025-07-29 07:07:49+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/37
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBsI4,Issue,Little-sparks,,User Management module - (Mobile),"Parent User Management:
Create and manage parent accounts
Auto-generate secure passwords on account creation
Hash and securely store passwords
Send login credentials via email

Add Multiple Children:
Support registering multiple kids under a single parent
Associate each child with the respective parent and center

Document Uploads for Each Child:
Upload and manage files such as:
Aadhar card
Birth certificate
Validate file types (PDF, JPG, PNG) and size limits (e.g., 5MB)
Store file paths securely",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-28 09:48:16+00:00,2025-07-29 06:58:22+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/38
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBvSk,Issue,Little-sparks,,Concerns and feedback module - (Mobile),"Submit Concern/Feedback (Parent):

- Allow parents to submit concerns, suggestions, or feedback from the app.
- Each submission includes: type, message, optional image, and timestamp.
- Auto-tag feedback as ""Pending"" on submission.

Admin Management (Dashboard):

- View a list of submitted concerns/feedback.
- Filter by status (Pending, Resolved, Replied).
- View details and respond to each submission.
- Update status and store responses in history.

Notifications:

- Send confirmation to parent after submission.
- Notify parent when a response is provided.

Figma Link: https://www.figma.com/design/hSN3ue2C8qpZPwxOJ9QTg2/Chlidcare?node-id=1241-2799&t=cMfF2jKzYvmehgr0-1",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-28 10:06:28+00:00,2025-07-30 08:54:48+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/39
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBw8U,Issue,Little-sparks,,Concerns and feedback module - (Web),"Description:

Super Admin can view, manage, and reply to each concerns and feedback suggestions from parents.
Clients can view responses and reply back, enabling two-way communication.
Notification (email or in-app) when a new response is added.

Figma Link:https://www.figma.com/design/hSN3ue2C8qpZPwxOJ9QTg2/Chlidcare?node-id=1241-2799&t=cMfF2jKzYvmehgr0-1",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-28 10:15:56+00:00,2025-08-06 07:05:12+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/40
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBJZc,Issue,Little-sparks,,Extra spaces showing in General Activities section.,"Steps to Reproduce:

Log in to the platform using the Centerhead account.
Click on the Activities tab.
Select General Activities

Actual Result:

Select any student and fill in the details under General Activities. There are a lot of unwanted spaces appearing on the screen.

Expected Result:

The General Activities section should display the entered details properly without any unwanted or extra spaces on the screen.

Environment: DEV

![Image](https://github.com/user-attachments/assets/bc12165e-8feb-40c5-aa78-69fcde6a5f37)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-28 06:46:08+00:00,2025-07-30 10:23:56+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/31
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBK8c,Issue,Little-sparks,,Search tab retains previous data after switching tabs.,"Steps to Reproduce:

Log in to the platform using the Centerhead account.
Click on the Activities tab.
Select General Activities

Actual Result:

In the Search tab, type any details, then switch to another tab and return to the same tab. The previously entered data is still displayed in the Search tab.

Expected Result:

When switching tabs and returning to the Search tab, the search fields should be cleared, and no previous data should be displayed.

Environment: DEV

https://github.com/user-attachments/assets/0445c315-ae69-4af1-afe4-ab5d63205ad1",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-28 06:57:34+00:00,2025-07-30 10:31:24+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/32
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBH-k,Issue,Little-sparks,,Pending count shows zero on dashboard.,"Steps to Reproduce:

Log in to the platform using the Centerhead account.

Actual Result:

On the dashboard screen, in the Attendance field, if a student hasn't checked in, the pending status shows as zero.

Expected Result:

On the dashboard screen, in the Attendance field, the pending status should display the correct number of students who haven't checked in, instead of showing zero.

Environment: DEV

![Image](https://github.com/user-attachments/assets/24d3870c-484a-4205-90c8-35093ebed7bf)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-28 06:34:26+00:00,2025-08-13 09:26:28+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/30
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdEc3E,Issue,Little-sparks,,Error encountered after submitting leave application,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on the Calendar tab.
Select Leave Apply.

Actual Result:
After providing all the details and clicking the 'Apply Leave' button, I am getting an error message.

Expected Result:
The leave should be applied successfully without any error message.

Environment: DEV

![Image](https://github.com/user-attachments/assets/01015d5d-577d-4ffa-ae8e-5bb519b27076)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-29 09:12:41+00:00,2025-07-30 07:31:29+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/46
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdEfQE,Issue,Little-sparks,,Default date should be pre-selected when no date range is selected.,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on the Calendar tab.
Select Leave Apply.

Actual Result:
If no date range is selected, the date should be pre-selected by default.

Expected Result:
When the user selects a date from the date range, it should be selected. Otherwise, it should remain empty.

Environment: DEV

![Image](https://github.com/user-attachments/assets/6b8c5afe-c531-4e64-97bf-1c47edc99370)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-29 09:23:51+00:00,2025-07-30 10:34:39+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/47
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdEjJQ,Issue,Little-sparks,,Mismatch in counts between 'Students' and 'Attendance' fields on the Dashboard page.,"Steps to Reproduce:
Log in to the platform using the Centerhead account.

Actual Result:
In the Dashboard page, the 'Students' field shows a count of 5, but in the same dashboard page, the 'Attendance' field shows a count of only 4.

Expected Result:

The count in the ""Students"" field and the ""Attendance"" field should match if they are referring to the same data or criteria. If there is a discrepancy, both fields should display consistent and accurate counts.

Environment: DEV

![Image](https://github.com/user-attachments/assets/7bed2876-8285-4ba4-91b7-dcf93cf0bb2b)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-29 09:46:12+00:00,2025-08-13 11:46:35+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/48
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdEnwg,Issue,Little-sparks,,'Time In' and 'Time Out' fields not visible after filling all details,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on the Activities.
Select the General Activities.

Actual Result:
After filling in all the details, the 'Time In' and 'Time Out' fields are not displaying.

Expected Result:
After filling in all the details, the 'Time In' and 'Time Out' fields should be displayed correctly.

Environment: DEV

![Image](https://github.com/user-attachments/assets/6e95aadd-d866-48dd-acb0-5869d313b6eb)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-29 10:13:57+00:00,2025-08-11 10:46:23+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/49
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdEr4U,Issue,Little-sparks,,Error occurs when clicking 'Execute' after selecting 'Get User Profile' in the 'User' field tab.,"Steps to Reproduce:
Log in to the platform using the Parents account in API.
Click on the Get User Profile.

Actual Result:

In the 'User' field tab, select 'Get User Profile' and click the 'Execute' button to get an error message.

Expected Result:

When selecting ""Get User Profile"" in the 'User' field tab and clicking the ""Execute"" button, the system should retrieve and display the user profile without any errors.

Environment: DEV

<img width=""1781"" height=""839"" alt=""Image"" src=""https://github.com/user-attachments/assets/1bbb008a-13dd-4bd4-adf6-8651c77d79c8"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-29 10:43:21+00:00,2025-08-06 06:49:05+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/50
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdEvoU,Issue,Little-sparks,,'Attendance' field shows incorrect counts and doesn’t update Check-in when a student checks out.,"Steps to Reproduce:
Log in to the platform using the Centerhead account.

Actual Result:
In the Dashboard page, the 'Attendance' field shows incorrect Check-in and Check-out counts. For example, if 3 students check in and 2 students check out, the counts are displayed incorrectly. Additionally, when a student checks out, the check-in count should decrease, but it does not. Instead, it shows the same number.

Expected Result:

The 'Attendance' field should correctly display the Check-in and Check-out counts. For example, if 3 students check in and 2 students check out, the counts should be updated accurately.

When a student checks out, the Check-in count should decrease accordingly, reflecting the correct number of students who are still checked in.

Environment: DEV

<img width=""1749"" height=""721"" alt=""Image"" src=""https://github.com/user-attachments/assets/b90a4622-a747-45e6-86ba-208697ce5285"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-29 11:11:49+00:00,2025-08-07 09:35:36+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/51
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdGwho,Issue,Little-sparks,,Announcement module - Web,"Description:

1. Admin can successfully create, edit, and delete announcements through the backend API.
2. Announcements are delivered to users as push notifications and displayed within the app UI.
3. Announcements can be targeted to specific segments or user roles.
4. Scheduled and expired announcements work as expected.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-30 04:24:30+00:00,2025-08-06 06:36:29+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/52
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdGw90,Issue,Little-sparks,,Announcement module - mobile,"Description:

- Users will receive push notifications for new announcements and can access them directly from the notification.
- Announcements are displayed within the app, including the ability to view, read, and dismiss them.
- User interactions with announcements (read, dismiss) are tracked, ensuring a seamless user experience.
- Expired announcements are no longer visible in the main feed but remain accessible through a history section.
- Announcements are personalized to user preferences or segmentation, ensuring relevance.
- Content formatting and multimedia display correctly across different devices.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-30 04:28:51+00:00,2025-08-06 06:31:01+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/53
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdGy1w,Issue,Little-sparks,,Concerns and feedback module - Web,"Description:

- Feedback submission form and design for user interaction.
- Admin feedback management interface, including table/list view and response functionality.
- Notification system for new feedback and admin responses.
- Responsive and accessible UI for both users and admins.
- Design assets, specifications, and interactive prototypes.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-30 04:50:36+00:00,2025-08-06 04:51:40+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/56
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdHCA0,Issue,Little-sparks,,Password auto save - Web,"Description:

- Password Auto-Save Integration with the browser’s password manager.
- Autofill Implementation for saved credentials.
- Security Best Practices to protect passwords.
- Error Handling and Feedback for password saving issues.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-30 07:01:53+00:00,2025-08-18 04:31:22+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/59
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdHDyI,Issue,Little-sparks,,Credentials email template issue and missing logo,"Steps to Reproduce:
Log in to the platform using the Super Admin account.
Click on the Students.
Click on the Add Students.


Actual Result:
After creating a student user, the credentials email is received, but the template does not look good and the logo is not displayed in the message.

Expected Result:
The credentials email should have a properly formatted template, and the logo should be displayed correctly in the message.
Environment: DEV

<img width=""1047"" height=""725"" alt=""Image"" src=""https://github.com/user-attachments/assets/78a5f781-621d-4a1c-aa60-a96ca530db43"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-30 07:13:36+00:00,2025-08-20 08:57:19+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/60
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdHX4g,Issue,Little-sparks,,Latest applied leave not shown at top of table,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on the Calender.
Click on the Leave History.

Actual Result:
Once a leave is applied, the latest applied leave is not displayed at the top of the table.

Expected Result:
The most recently applied leave should be displayed at the top of the table.

Environment: DEV

![Image](https://github.com/user-attachments/assets/b38294c2-fc61-4f23-b416-90ff0105b4c6)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-30 09:10:46+00:00,2025-08-04 05:15:20+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/61
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdHdEM,Issue,Little-sparks,,Dhinasari activities incorrectly displayed in Activities field,"Steps to Reproduce:
Log in to the platform using the parents account.

Actual Result:
In the Activities field, updated Dhinasari activities should not be displayed on the screen.

Expected Result:
Updated Dhinasari activities should be hidden and not displayed in the Activities field on the screen.

Environment: DEV

<img width=""1770"" height=""743"" alt=""Image"" src=""https://github.com/user-attachments/assets/bd1df93c-f529-4ce3-93a2-b89727666b3a"" />

<img width=""1786"" height=""650"" alt=""Image"" src=""https://github.com/user-attachments/assets/bfe70f37-4e9f-4e82-b92a-66e63966e5c1"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-30 09:39:37+00:00,2025-08-06 06:07:22+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/62
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdJoo8,Issue,Little-sparks,,Chat message timestamps are incorrect,"Steps to Reproduce:

Log in to the platform using the parent's account or Centre head account.

Click on Connect.

Actual Result:

In the chat field, the sent message shows incorrect sending and receiving times.

Expected Result:

The chat field should display the correct sending and receiving times for each message.

Environment: DEV

<img width=""1810"" height=""609"" alt=""Image"" src=""https://github.com/user-attachments/assets/257b6b80-ea72-4257-af6e-5c61160fbf3b"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-31 05:10:38+00:00,2025-08-04 05:15:55+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/63
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdJpVw,Issue,Little-sparks,,Export button not functioning,"Steps to Reproduce:

Log in to the platform using the Superadmin account.
Click on Leave Approval.
Click on Export.

Actual Result:

When clicking the Export button, the functionality does not work.

Expected Result:

Clicking the Export button should trigger the export functionality and download the appropriate file.

Environment: DEV

https://github.com/user-attachments/assets/f26aa2f9-5623-42ac-890e-6889f27d556f",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-31 05:17:49+00:00,2025-08-06 05:45:50+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/64
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdJqU8,Issue,Little-sparks,,Both status buttons show loading state when only one is clicked,"Steps to Reproduce:

Log in to the platform using the Superadmin account.
Click on Leave Approval.
Click on Change Status.

Actual Result:
When changing the status by clicking one button, both buttons are loading.

Expected Result:

Only the selected status button should display a loading state when clicked. Other buttons should remain unaffected

Environment: DEV

<!-- Failed to upload ""20250731-0527-39.1466891.mp4"" -->",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-31 05:28:12+00:00,2025-08-06 05:43:45+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/65
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdJt_E,Issue,Little-sparks,,Background turns completely black after clicking View button,"Steps to Reproduce:

Log in to the platform using the Superadmin account.
Click on Students.
Click on View.

Actual Result:

After clicking the View button, the background appears completely black.

Expected Result:

Clicking the View button should display the content as intended without changing the background to completely black.

Environment: DEV

<img width=""1919"" height=""864"" alt=""Image"" src=""https://github.com/user-attachments/assets/768cc3aa-df8a-4f20-80f7-9795a7a4d957"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-31 06:04:25+00:00,2025-08-06 05:39:32+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/66
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdJuqo,Issue,Little-sparks,,Previously selected client not displayed on Edit Student page,"Steps to Reproduce:

Log in to the platform using the Superadmin account.
Click on Students.
Click on Edit.

Actual Result:

On the Edit Student page, the previously selected client does not appear in the Client field.

Expected Result:

The Client field on the Edit Student page should display the previously selected client.

Environment: DEV

https://github.com/user-attachments/assets/7b0e762f-ad55-4d86-ad3c-259b95f7b670",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-31 06:10:39+00:00,2025-08-06 04:59:26+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/67
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdJwYk,Issue,Little-sparks,,No option to add additional student fields on Edit Student Fields page,"Steps to Reproduce:

Log in to the platform using the Superadmin account.
Click on Students.
Click on Edit.

Actual Result:

On the Edit Student Fields page, there is no option to add additional student fields.

Expected Result:

The Edit Student Fields page should provide an option to add more student fields as needed.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-31 06:24:11+00:00,2025-08-06 05:37:31+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/68
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdJ3Ic,Issue,Little-sparks,,Error message displayed after submitting updates on Edit Student page,"Steps to Reproduce:

Log in to the platform using the Superadmin account.
Click on Students.
Click on Edit.

Actual Result:

On the Edit Student page, an error message appears after updating and clicking Submit.

Expected Result:

After updating the student information and clicking the Submit button, the changes should be saved successfully without displaying any error message.

Environment: DEV

https://github.com/user-attachments/assets/e8c3d38e-5a62-4e7c-99e1-952bbe6f97db",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-31 07:12:14+00:00,2025-08-08 09:44:04+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/69
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdJ3s0,Issue,Little-sparks,,Client dropdown overflows on Add Student page,"Steps to Reproduce:

Log in to the platform using the Superadmin account.
Click on Students.
Click on Add Student.

Actual Result:
On the Add Student page, the Client dropdown is overflowing.

Expected Result:

The Client dropdown should be properly contained within its designated area and should not overflow the page layout.

Environment: DEV

<img width=""1523"" height=""778"" alt=""Image"" src=""https://github.com/user-attachments/assets/47afd464-29db-4762-8319-19df4937547b"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-31 07:16:30+00:00,2025-08-19 05:20:53+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/70
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdMj2k,Issue,Little-sparks,,Inconsistent validation messages on account creation across different roles,"Steps to Reproduce:

Log in to the platform using the Superadmin account.

Actual Result:

During account creation for all roles, if the required fields are left empty and the submit button is clicked, the popup message appears for some roles, but for others, a different type of popup message is shown.

Expected Result:

When submitting the account creation form without filling in required fields, a consistent and clear validation message should be displayed across all roles.""

Environment: DEV

<!-- Failed to upload ""20250801-0645-08.4906794.mp4"" -->",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 06:45:54+00:00,2025-08-06 04:55:29+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/74
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdMra0,Issue,Little-sparks,,'Applied On' time incorrect on Leave Details page after applying for leave.,"Steps to Reproduce:

Log in to the platform using the Centerhead account.
Click on Calendar tab.
Click on Leave Apply.

Actual Result:
After applying for leave, the 'Applied On' date and time are displayed on the Leave Details page, but the time shown is incorrect.

Expected Result:
The 'Applied On' date and time should display the correct timestamp based on the user's local time at the moment the leave request is submitted.

Environment: DEV

<img width=""359"" height=""800"" alt=""Image"" src=""https://github.com/user-attachments/assets/c234c3aa-651a-4536-8b01-1d0797bf786d"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 07:39:48+00:00,2025-08-04 05:17:35+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/78
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdNEdQ,Issue,Little-sparks,,Missing email/mobile number uniqueness validation during account creation and update,"Steps to Reproduce:
Log in to the platform using the SuperAdmin account.

Actual Result:
In the application, proper validation is missing across all pages—users can use the same email or mobile number when creating or updating an account.

Expected Result:
The application should validate that email addresses and mobile numbers are unique across all pages. Duplicate entries should not be allowed during account creation or updates.

Environment: DEV

<img width=""1082"" height=""766"" alt=""Image"" src=""https://github.com/user-attachments/assets/c84cd570-4b68-4236-ba65-7a80ad892855"" />

<img width=""1140"" height=""679"" alt=""Image"" src=""https://github.com/user-attachments/assets/2ee70a97-4866-4641-86de-f74df83ca20b"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 10:37:26+00:00,2025-08-13 09:04:50+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/81
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdNHuc,Issue,Little-sparks,,Calendar does not display more than one events on the same day.,"Steps to Reproduce:

Log in to the platform using the SuperAdmin account.
Click on the Events.

Actual Result:

On the Events Calendar page, if more than two events are created on the same day, they are not displayed in the calendar.

Expected Result:

The calendar should display all events created on the same day, or provide an indicator (e.g., '+ more') to show that additional events exist.

Environment: DEV

<img width=""1536"" height=""668"" alt=""Image"" src=""https://github.com/user-attachments/assets/55898879-34aa-49c0-8a10-c6634fd01c3f"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 11:04:05+00:00,2025-08-11 05:12:06+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/82
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdQhY0,Issue,Little-sparks,,Students are not visible on the Chat page.,"Steps to Reproduce:

Log in to the platform using the Centerhead account.
Click on Connect.

Actual Result:

On the Chat page, the students are not displayed on the screen.

Expected Result:

All students should be displayed correctly on the screen in the Chat page.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-04 07:32:02+00:00,2025-08-07 09:17:57+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/83
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdRdks,Issue,Little-sparks,,Center head leave balance checking module- Mobile,"Description:

-    Develop a secure API that allows Centre Heads to check their own leave balances using the mobile app.
-    Allow authenticated Centre Heads to view their current leave balances via mobile.
-    Ensure data security, role-based access, and accurate leave information retrieval.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-08-04 13:20:15+00:00,2025-08-13 09:21:11+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/84
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdT4N0,Issue,Little-sparks,,Missing names and Resolve button not working in Feedback.,"Steps to Reproduce:

Log in to the platform using the Superhead account.
Click on Feedback

Actual Result:

In the Feedback details, the Parent Name and Student Name are not displayed, and the Resolve button is not working.

Expected Result:

In the Feedback details, both the Parent Name and Student Name should be displayed, and the Resolve button should function properly.

Environment: DEV

<img width=""1598"" height=""860"" alt=""Image"" src=""https://github.com/user-attachments/assets/c2a69b13-f082-427f-80b1-a6695d1f3dfc"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-05 10:24:31+00:00,2025-08-18 06:03:33+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/88
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdT5Uk,Issue,Little-sparks,,Center without centerhead listing,"Description:

- Implement a backend module to identify centers that do not currently have assigned center heads and expose functionality to assign new center heads to those centers. 
- This will assist admins or authorized users in managing unassigned centers efficiently.

Implement a backend module that enables administrators or authorized users to:

- Retrieve a list of centers that currently have no assigned center heads.
- Assign eligible users as center heads to these unassigned centers.
- This will improve administrative efficiency and ensure that all centers are properly managed.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-08-05 10:31:47+00:00,2025-08-06 07:17:34+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/89
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdT58Q,Issue,Little-sparks,,Center without centerhead listing module,"Description:

- Implement Frontend Module to View and Assign Center Heads to Unassigned Centers

- Develop a frontend interface that allows authorised users (e.g., Admins) to:

- View a list of centres without assigned centre heads
- Assign eligible users as centre heads to these centres
- This feature supports administrative workflows to ensure all centres are properly managed.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-08-05 10:36:34+00:00,2025-08-11 08:55:36+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/90
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdT9fI,Issue,Little-sparks,,Pagination missing and inconsistent loading logic on Feedback page,"Steps to Reproduce:
Log in to the platform using the Superadmin account.
Click on Feedback

Actual Result:
On the Feedback page, pagination is missing, and the loading logic does not match that of other pages.

Expected Result:
The Feedback page should have proper pagination, and its loading logic should be consistent with other pages.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-05 11:00:12+00:00,2025-08-11 09:29:01+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/92
